,time,lines,path,time-std,lines-std,rate
0,0.05884230136871338,17,../cases/2307/2,0.8891477588626202,0.5,0.6945738794313101
1,0.057346343994140625,9,../cases/2307/3,0.2246697201556742,0.0,0.1123348600778371
2,0.05909186601638794,16,../cases/2307/5,1.0,0.4375,0.71875
3,0.05684483051300049,25,../cases/2307/6,0.0019062243520160393,1.0,0.500953112176008
4,0.05684053897857666,15,../cases/2307/7,0.0,0.375,0.1875
5,0.05909186601638794,22,../cases/2307/8,1.0,0.8125,0.90625
6,0.05759561061859131,20,../cases/2307/9,0.33538958460194124,0.6875,0.5114447923009706
